image,labels,n_objects,contains_top,split
ajo4cy0-rzPKwfZCQJsElQ,"['regulatory--no-parking--g1', 'warning--pedestrians-crossing--g5', 'regulatory--no-parking--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'regulatory--turn-right--g1', 'other-sign', 'other-sign']",13,"['regulatory--no-entry--g1', 'information--pedestrians-crossing--g1']",train
amETmY_jXXs3b4sdEyDdmg,"['complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",6,['complementary--chevron-right--g1'],train
amRV3RY3h5rXEIZYjivDdg,"['warning--falling-rocks-or-debris-right--g2', 'warning--curve-left--g2', 'warning--slippery-road-surface--g2', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['complementary--chevron-left--g1'],train
amVoLF6F667MkJW8xwaqRw,"['information--pedestrians-crossing--g1', 'regulatory--no-parking--g1', 'other-sign', 'information--parking--g1', 'other-sign', 'other-sign']",6,['information--pedestrians-crossing--g1'],train
ann4U7MVw0640yAKuTSPVw,"['other-sign', 'regulatory--turn-left--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],train
ao9L4B9KbTNBqq_auC2I4w,"['regulatory--stop--g1', 'regulatory--stop--g1', 'information--road-bump--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign']",8,['information--pedestrians-crossing--g1'],train
aoRq6hlUfJtLJ5V8rkz9iQ,"['regulatory--yield--g1', 'regulatory--yield--g1', 'other-sign', 'complementary--chevron-left--g5', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--dead-end--g1', 'regulatory--roundabout--g1', 'regulatory--yield--g1', 'other-sign', 'regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--mopeds-and-bicycles-only--g1', 'other-sign']",17,['regulatory--yield--g1'],train
aqcGftUyATInsf_U-ctjNg,"['information--pedestrians-crossing--g1', 'regulatory--priority-road--g4', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],val
aqutedzO4lJwG2DN8UrwKA,"['warning--children--g1', 'information--pedestrians-crossing--g1', 'warning--children--g1', 'information--pedestrians-crossing--g1', 'complementary--distance--g1']",5,['information--pedestrians-crossing--g1'],train
arHnYNDgUeWfXyt0qAL_KA,"['regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'regulatory--mopeds-and-bicycles-only--g1', 'regulatory--yield--g1', 'other-sign', 'regulatory--mopeds-and-bicycles-only--g1', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],train
atKNYh0y29WjV2gCoxRrPQ,"['information--pedestrians-crossing--g1', 'regulatory--no-parking--g1', 'regulatory--no-vehicles-carrying-dangerous-goods--g1', 'regulatory--height-limit--g1', 'regulatory--no-heavy-goods-vehicles--g2', 'other-sign']",6,['information--pedestrians-crossing--g1'],test
auvGzhivNUCjThCR-uMc6A,"['information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'information--pedestrians-crossing--g1', 'other-sign']",4,['information--pedestrians-crossing--g1'],train
axoXpMRR2yfaJD7EG9J2Bg,"['warning--curve-right--g2', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1']",7,['complementary--chevron-right--g1'],train
ayOam6SA5ipSKs62bBCQXA,"['regulatory--keep-right--g1', 'regulatory--yield--g1', 'regulatory--priority-road--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['regulatory--yield--g1'],test
az6UmSgqhAsaZPDr6sJcZw,"['regulatory--yield--g1', 'other-sign', 'regulatory--no-vehicles-carrying-dangerous-goods--g1', 'regulatory--go-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--yield--g1'],train
azxHffRaEg1rZz3A7a-WHw,"['other-sign', 'other-sign', 'other-sign', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-60--g1', 'other-sign', 'regulatory--one-way-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--bicycles-only--g1', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",19,['regulatory--yield--g1'],train
b-bwxpkI4BISNIdddHY68w,"['other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'warning--road-bump--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",17,['complementary--chevron-left--g1'],val
b0Ko4QZ4lcF2P8NkLIYxkA,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'regulatory--no-right-turn--g1', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],train
b0M5C2i3g41unnTajCzrjA,"['other-sign', 'other-sign', 'warning--pedestrians-crossing--g1', 'other-sign', 'regulatory--yield--g1']",5,['regulatory--yield--g1'],train
b0gcisWZoafacNY13AFH7w,"['complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],train
b1jjsFazCYBQnZyP6-oBVg,['information--pedestrians-crossing--g1'],1,['information--pedestrians-crossing--g1'],test
b35gjbDBhoqrdxAZ8w3WqQ,"['regulatory--yield--g1', 'regulatory--maximum-speed-limit-55--g2']",2,['regulatory--yield--g1'],test
b37yUOWg97wGwMv3rE161g,"['warning--accidental-area-unsure--g2', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",4,['complementary--chevron-right--g1'],train
b3zxvNWbDlqiJ0mhadOJJQ,"['other-sign', 'regulatory--no-entry--g1', 'regulatory--dual-path-pedestrians-and-bicycles--g1']",3,['regulatory--no-entry--g1'],train
b5cE7bCM8s4ipW-zOkY3rA,"['other-sign', 'regulatory--no-entry--g1', 'warning--traffic-signals--g2', 'other-sign']",4,['regulatory--no-entry--g1'],train
b5zONprUz-3dLZ7kJ-zgCw,"['other-sign', 'information--pedestrians-crossing--g1', 'regulatory--one-way-straight--g1', 'regulatory--no-stopping--g15', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['information--pedestrians-crossing--g1'],val
b6OWAu0hQOcr77hkprtYnA,"['other-sign', 'information--pedestrians-crossing--g1', 'warning--pedestrians-crossing--g1']",3,['information--pedestrians-crossing--g1'],train
b6r3vRz54aph55BOFN46gg,"['regulatory--go-straight--g1', 'regulatory--go-straight--g1', 'regulatory--no-entry--g1', 'other-sign']",4,['regulatory--no-entry--g1'],test
b6sDTS-exy73mlz2X3tZYQ,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--maximum-speed-limit-25--g1', 'warning--turn-right--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'regulatory--priority-road--g4', 'regulatory--priority-road--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",23,['complementary--chevron-right--g1'],val
b7AxGVn7mZeJuatLunb8aA,"['other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],train
b7ZspwtHG0SKWQ42dEO7QA,"['other-sign', 'other-sign', 'warning--school-zone--g2', 'regulatory--no-entry--g1', 'regulatory--no-parking--g2']",5,['regulatory--no-entry--g1'],train
bAHtxgdAIj90LjJDZbyozA,"['warning--road-narrows-right--g2', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",15,['complementary--chevron-left--g1'],val
bAgi6N1dX2F-SdOhyxbouw,"['other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1']",3,['complementary--chevron-right--g1'],val
bApnH68qOBf8S9O0krALQA,"['regulatory--stop--g1', 'regulatory--maximum-speed-limit-5--g1', 'regulatory--no-entry--g1', 'other-sign']",4,['regulatory--no-entry--g1'],train
bAt8dgy4op9ckbdXlxjd7g,"['regulatory--yield--g1', 'regulatory--mopeds-and-bicycles-only--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",16,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
bCOobNAYfmHDydAXcnRunQ,"['warning--two-way-traffic--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
bCZmTA4aDfbhPkVHszfVUg,"['warning--curve-left--g2', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'information--emergency-facility--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",13,['complementary--chevron-right--g1'],val
bCkgmCzBJzngXkvoMluS8Q,"['regulatory--yield--g1', 'regulatory--end-of-priority-road--g1', 'other-sign']",3,['regulatory--yield--g1'],train
bDsjol2K7oIqLT0SkGxdLg,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--priority-road--g4', 'information--pedestrians-crossing--g1', 'regulatory--no-heavy-goods-vehicles--g1', 'regulatory--one-way-straight--g1', 'information--pedestrians-crossing--g1', 'regulatory--priority-over-oncoming-vehicles--g1', 'regulatory--height-limit--g1', 'regulatory--maximum-speed-limit-30--g1', 'regulatory--shared-path-bicycles-and-pedestrians--g1', 'regulatory--bicycles-only--g1', 'other-sign', 'other-sign', 'other-sign']",18,['information--pedestrians-crossing--g1'],train
bEHkv9gRf8vTVzIw2s6zjA,"['regulatory--no-right-turn--g1', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],val
bER7pHbx1b8Uv7XUM_iOEQ,"['warning--crossroads-with-priority-to-the-right--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign']",6,['regulatory--yield--g1'],train
bEcYZJsr49ziSJTLUEZzcA,"['regulatory--no-entry--g1', 'regulatory--stop--g1', 'other-sign']",3,['regulatory--no-entry--g1'],train
bGNzb0EcgH_pU97iSoPQeg,"['other-sign', 'regulatory--turn-right--g1', 'other-sign', 'other-sign', 'regulatory--shared-path-pedestrians-and-bicycles--g1', 'regulatory--yield--g1', 'regulatory--priority-road--g4', 'complementary--go-right--g1', 'other-sign', 'regulatory--shared-path-pedestrians-and-bicycles--g1']",10,['regulatory--yield--g1'],train
bJAlqdDpwyKZzEdfcgGIug,"['warning--stop-ahead--g9', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--go-right--g1']",6,['complementary--chevron-left--g1'],train
bJn9j4SeqetAELWTuyGU3w,"['other-sign', 'regulatory--no-entry--g1']",2,['regulatory--no-entry--g1'],train
bNni-g_Yu3HK9dIsm_uQbg,"['other-sign', 'information--pedestrians-crossing--g1', 'regulatory--priority-road--g4']",3,['information--pedestrians-crossing--g1'],train
bNrBB0dzKOUNGlVK4NAsBA,"['warning--roadworks--g1', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--roundabout--g1', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],test
bNw8OnJqOtZaerm5CxYRFA,"['warning--pass-left-or-right--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign']",10,['regulatory--yield--g1'],val
bNzrGwDdd7X9suUe6cvUtg,"['regulatory--no-parking--g1', 'regulatory--yield--g1', 'regulatory--pedestrians-only--g1', 'regulatory--yield--g1', 'warning--railroad-crossing-with-barriers--g1', 'regulatory--pedestrians-only--g1', 'warning--railroad-crossing-with-barriers--g1', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],val
bOvoLgce9o2dGXCM1xd4Ug,"['warning--road-bump--g1', 'information--road-bump--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'regulatory--no-stopping--g15', 'other-sign']",7,['information--pedestrians-crossing--g1'],val
bP3YPLiPhAUAqBJnFvnY4g,['regulatory--no-entry--g1'],1,['regulatory--no-entry--g1'],train
bPJbdKOyO5E7mkItC2RMvQ,"['other-sign', 'regulatory--stop--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign']",8,['complementary--chevron-right--g1'],train
bPMNuBZsi4ZVVlnK1_04bA,"['regulatory--maximum-speed-limit-40--g1', 'regulatory--yield--g1', 'warning--road-bump--g2', 'regulatory--no-stopping--g5', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['regulatory--yield--g1'],train
bPmgC4kfoG9lIIb-Nd7Xlg,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'other-sign']",5,['complementary--chevron-left--g1'],train
bRGn8MjgSWAh7I4_-xNj1A,"['other-sign', 'regulatory--priority-road--g4', 'regulatory--yield--g1', 'regulatory--mopeds-and-bicycles-only--g1', 'other-sign', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-mopeds-or-bicycles--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",16,['regulatory--yield--g1'],train
bRHIFKFYbRVlLfaohvtXpg,"['information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--keep-right--g1', 'information--pedestrians-crossing--g1', 'other-sign']",8,['information--pedestrians-crossing--g1'],val
bRov56Xbo5MiLgZ9wUZgcw,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",6,['complementary--chevron-left--g1'],test
bS4K8e5y1Ac3JVzaIYBmpw,"['regulatory--no-heavy-goods-vehicles--g2', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--obstacle-delineator--g1']",8,['complementary--chevron-left--g1'],train
bSpxbQtGYTTxewR75LNjYA,"['other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",6,['information--pedestrians-crossing--g1'],train
bTDdL8AXuZFxSoJvMUFjaA,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-30--g1', 'information--parking--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-heavy-goods-vehicles--g1', 'regulatory--no-motor-vehicles-except-motorcycles--g1', 'other-sign', 'information--parking--g2', 'other-sign', 'other-sign', 'other-sign']",18,['regulatory--yield--g1'],val
bTPHvauJirpg1gOFvO4Dbg,"['regulatory--maximum-speed-limit-30--g1', 'regulatory--yield--g1', 'other-sign', 'regulatory--no-right-turn--g1', 'regulatory--no-stopping--g15', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",14,['regulatory--yield--g1'],train
bUKUAgOdiRrIMQKcSkZUuQ,"['other-sign', 'regulatory--yield--g1', 'regulatory--turn-left--g1', 'other-sign', 'regulatory--yield--g1']",5,['regulatory--yield--g1'],val
bULe1-OBzkJEmGiTA8ie9Q,"['other-sign', 'regulatory--yield--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],test
bVWGtZnIQAHvNIea2xolFg,['complementary--chevron-left--g1'],1,['complementary--chevron-left--g1'],test
bWGQsQvEX2dL3aFt3E6pQg,"['other-sign', 'regulatory--yield--g1', 'complementary--distance--g2', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],train
bWQyveKfp5UP6zEhIzosGg,"['regulatory--maximum-speed-limit-40--g1', 'warning--curve-right--g1', 'information--end-of-motorway--g1', 'regulatory--go-straight--g1', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,['complementary--chevron-right--g1'],val
bW_bX80V_nIBHysTSf0S3Q,"['complementary--maximum-speed-limit-25--g1', 'warning--turn-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'other-sign', 'other-sign']",6,['complementary--chevron-right--g1'],train
bXQ6sVvwxjTXSmTsacXLoQ,"['regulatory--maximum-speed-limit-30--g1', 'regulatory--keep-right--g1', 'regulatory--maximum-speed-limit-30--g1', 'regulatory--dual-path-bicycles-and-pedestrians--g1', 'other-sign', 'regulatory--no-pedestrians--g1', 'regulatory--no-stopping--g15', 'regulatory--no-entry--g1', 'regulatory--no-parking--g1', 'regulatory--no-stopping--g15', 'information--parking--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",28,['regulatory--no-entry--g1'],train
bYlpiaaq1biEbBSfpE0QSw,"['warning--curve-right--g1', 'regulatory--maximum-speed-limit-50--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'complementary--pass-right--g1', 'other-sign', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",16,['regulatory--no-entry--g1'],test
bYzF0wr75LdNfJxlTUp4RQ,"['regulatory--no-entry--g1', 'regulatory--keep-right--g1']",2,['regulatory--no-entry--g1'],train
bZzJ4jEgBUFbdQwhc-OuPw,"['warning--traffic-signals--g1', 'other-sign', 'information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",8,['information--pedestrians-crossing--g1'],train
bb9uWcYclYUyu6qZzBWMqA,"['other-sign', 'warning--crossroads--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
